council_district,standardized_category,lat_bin_approx_100m,lon_bin_approx_100m,cluster_request_count,open_cluster_count,long_resolution_cluster_count,median_resolution_days
G,Solid Waste / Recycling,29.745,-95.469,3,1,2,67.93295717592592
C,Drainage / Flooding,29.809,-95.394,3,0,0,2.8892650462962965
C,Drainage / Flooding,29.817,-95.403,3,1,1,18.893090277777777
G,Solid Waste / Recycling,29.755,-95.582,3,0,1,0.0659027777777777
G,Solid Waste / Recycling,29.755,-95.57,3,2,0,0.0010185185185185
B,Solid Waste / Recycling,29.853,-95.286,3,1,0,11.470381944444444
B,Solid Waste / Recycling,29.853,-95.281,3,0,1,6.850775462962963
B,Solid Waste / Recycling,29.853,-95.279,3,0,2,20.88826388888889
B,Solid Waste / Recycling,29.853,-95.275,3,0,1,7.680740740740741
B,Solid Waste / Recycling,29.853,-95.267,3,0,3,78.9628125
B,Solid Waste / Recycling,29.853,-95.265,3,1,2,24.240873842592592
G,Solid Waste / Recycling,29.747,-95.415,3,0,1,13.800914351851851
G,Solid Waste / Recycling,29.743,-95.614,3,1,0,0.12370370370370365
D,Solid Waste / Recycling,29.736,-95.379,3,1,0,3.291539351851852
D,Solid Waste / Recycling,29.736,-95.372,3,1,0,3.567957175925926
D,Solid Waste / Recycling,29.737,-95.371,3,0,2,46.008356481481485
D,Solid Waste / Recycling,29.738,-95.377,3,0,0,4.182766203703704
D,Solid Waste / Recycling,29.738,-95.356,3,1,1,10.641678240740742
D,Solid Waste / Recycling,29.738,-95.355,3,2,0,3.9838541666666663
C,Road / Pothole / Bridge,29.721,-95.408,3,1,0,3.4191956018518517
C,Road / Pothole / Bridge,29.722,-95.409,3,0,0,8.051203703703704
C,Road / Pothole / Bridge,29.726,-95.407,3,0,0,1.979016203703704
C,Road / Pothole / Bridge,29.727,-95.413,3,0,0,3.026226851851852
C,Road / Pothole / Bridge,29.729,-95.412,3,0,1,0.8692708333333333
C,Road / Pothole / Bridge,29.73,-95.391,3,1,0,1.1367361111111112
D,Solid Waste / Recycling,29.733,-95.347,3,1,0,8.019502314814815
G,Solid Waste / Recycling,29.748,-95.613,3,0,1,17.86091435185185
G,Solid Waste / Recycling,29.748,-95.584,3,0,2,68.66387152777779
G,Solid Waste / Recycling,29.748,-95.576,3,1,0,5.051267361111111
G,Solid Waste / Recycling,29.749,-95.545,3,0,0,2.8928935185185187
G,Solid Waste / Recycling,29.75,-95.612,3,0,3,78.03174768518518
G,Solid Waste / Recycling,29.752,-95.596,3,1,2,35.004999999999995
G,Solid Waste / Recycling,29.752,-95.569,3,0,1,6.287546296296297
G,Solid Waste / Recycling,29.753,-95.568,3,0,2,15.70585648148148
G,Solid Waste / Recycling,29.754,-95.538,3,0,1,7.440277777777778
B,Solid Waste / Recycling,29.852,-95.256,3,1,1,12.190677083333334
G,Solid Waste / Recycling,29.777,-95.641,3,1,1,19.224311342592593
G,Solid Waste / Recycling,29.777,-95.551,3,3,0,
G,Solid Waste / Recycling,29.755,-95.461,3,0,1,10.928414351851853
G,Solid Waste / Recycling,29.756,-95.462,3,0,0,7.097430555555556
G,Solid Waste / Recycling,29.758,-95.497,3,0,2,14.837581018518518
G,Solid Waste / Recycling,29.765,-95.568,3,1,0,5.591550925925926
G,Solid Waste / Recycling,29.773,-95.551,3,2,0,7.61292824074074
G,Solid Waste / Recycling,29.774,-95.546,3,1,0,0.0012557870370370002
G,Solid Waste / Recycling,29.775,-95.545,3,2,1,18.271319444444444
B,Solid Waste / Recycling,29.851,-95.275,3,0,3,20.748622685185182
G,Solid Waste / Recycling,29.748,-95.616,3,1,2,32.352413194444445
D,Solid Waste / Recycling,29.735,-95.376,3,0,0,6.804247685185185
D,Solid Waste / Recycling,29.735,-95.366,3,0,1,6.770092592592593
D,Solid Waste / Recycling,29.735,-95.364,3,0,1,1.0396412037037035
C,Road / Pothole / Bridge,29.715,-95.417,3,2,0,0.8374421296296296
C,Road / Pothole / Bridge,29.739,-95.386,3,0,1,1.7860185185185184
C,Road / Pothole / Bridge,29.74,-95.411,3,1,2,28.616828703703703
C,Road / Pothole / Bridge,29.74,-95.394,3,1,0,10.312118055555555
C,Road / Pothole / Bridge,29.741,-95.394,3,2,1,31.13429398148148
C,Road / Pothole / Bridge,29.742,-95.437,3,0,0,11.312511574074074
C,Road / Pothole / Bridge,29.743,-95.402,3,1,0,2.6904456018518523
C,Road / Pothole / Bridge,29.744,-95.406,3,1,1,17.43184027777778
C,Road / Pothole / Bridge,29.748,-95.408,3,0,1,1.930787037037037
D,Solid Waste / Recycling,29.734,-95.362,3,0,2,16.09048611111111
D,Solid Waste / Recycling,29.731,-95.38,3,1,1,10.485775462962964
B,Solid Waste / Recycling,29.851,-95.268,3,1,1,18.75625
B,Solid Waste / Recycling,29.851,-95.266,3,0,1,6.605740740740741
B,Solid Waste / Recycling,29.852,-95.441,3,1,0,4.67666087962963
B,Solid Waste / Recycling,29.852,-95.31,3,0,1,17.86060763888889
B,Solid Waste / Recycling,29.852,-95.277,3,0,1,2.786319444444445
B,Solid Waste / Recycling,29.852,-95.263,3,1,1,26.739085648148148
B,Solid Waste / Recycling,29.846,-95.279,3,2,0,0.6276041666666666
B,Solid Waste / Recycling,29.847,-95.442,3,1,1,18.84431712962963
G,Solid Waste / Recycling,29.779,-95.554,3,1,1,11.973090277777779
G,Solid Waste / Recycling,29.78,-95.569,3,1,0,
G,Solid Waste / Recycling,29.782,-95.573,3,0,1,33.64142361111111
G,Solid Waste / Recycling,29.782,-95.572,3,0,1,25.970578703703705
G,Traffic Signals / Lighting,29.727,-95.468,3,0,0,0.6028703703703704
B,Solid Waste / Recycling,29.848,-95.232,3,0,1,7.074143518518518
B,Solid Waste / Recycling,29.849,-95.419,3,0,1,23.585353009259258
B,Solid Waste / Recycling,29.849,-95.261,3,0,0,5.916938657407407
B,Solid Waste / Recycling,29.849,-95.258,3,0,0,3.0726388888888887
B,Solid Waste / Recycling,29.85,-95.323,3,0,0,6.373877314814815
B,Solid Waste / Recycling,29.851,-95.31,3,1,0,3.9316377314814814
B,Solid Waste / Recycling,29.851,-95.309,3,1,2,59.90557291666667
G,Traffic Signals / Lighting,29.732,-95.464,3,0,0,1.0385300925925929
C,Road / Pothole / Bridge,29.739,-95.389,3,0,3,55.8819675925926
B,Solid Waste / Recycling,29.848,-95.449,3,3,0,
B,Solid Waste / Recycling,29.848,-95.445,3,1,0,3.315497685185185
B,Solid Waste / Recycling,29.848,-95.433,3,1,1,13.903611111111111
B,Solid Waste / Recycling,29.848,-95.314,3,2,0,
B,Solid Waste / Recycling,29.848,-95.261,3,0,1,15.191851851851851
G,Traffic Signals / Lighting,29.747,-95.552,3,1,0,0.0043981481481481
G,Traffic Signals / Lighting,29.748,-95.419,3,0,0,1.7661226851851852
G,Traffic Signals / Lighting,29.735,-95.463,3,0,1,0.8168518518518518
G,Traffic Signals / Lighting,29.736,-95.647,3,0,1,5.096261574074074
G,Traffic Signals / Lighting,29.736,-95.624,3,1,0,1.3036689814814815
G,Traffic Signals / Lighting,29.737,-95.593,3,1,0,0.0063773148148148
G,Traffic Signals / Lighting,29.738,-95.522,3,0,0,0.4616782407407407
G,Traffic Signals / Lighting,29.738,-95.51,3,1,0,0.9246180555555555
G,Traffic Signals / Lighting,29.738,-95.479,3,0,0,5.421631944444444
G,Traffic Signals / Lighting,29.741,-95.624,3,0,1,40.63519675925926
B,Solid Waste / Recycling,29.846,-95.281,3,1,1,12.46941550925926
D,Solid Waste / Recycling,29.731,-95.357,3,3,0,
D,Solid Waste / Recycling,29.731,-95.35,3,2,0,1.0642013888888888
D,Solid Waste / Recycling,29.732,-95.383,3,1,0,3.871545138888889
D,Solid Waste / Recycling,29.732,-95.381,3,1,1,16.561186342592595
D,Solid Waste / Recycling,29.732,-95.37,3,0,2,17.09298611111111
D,Solid Waste / Recycling,29.732,-95.36,3,0,0,8.964340277777778
D,Solid Waste / Recycling,29.732,-95.359,3,1,0,
D,Solid Waste / Recycling,29.732,-95.357,3,0,1,45.47835069444445
D,Solid Waste / Recycling,29.732,-95.353,3,0,2,55.08
D,Solid Waste / Recycling,29.733,-95.379,3,0,1,10.57744212962963
D,Solid Waste / Recycling,29.733,-95.368,3,1,1,9.821712962962962
D,Solid Waste / Recycling,29.733,-95.36,3,0,1,11.76255787037037
C,Road / Pothole / Bridge,29.753,-95.392,3,1,0,1.3453761574074072
B,Solid Waste / Recycling,29.847,-95.278,3,0,1,1.5284953703703703
B,Solid Waste / Recycling,29.847,-95.277,3,1,0,1.5813252314814816
B,Solid Waste / Recycling,29.847,-95.24,3,3,0,
C,Road / Pothole / Bridge,29.766,-95.402,3,0,0,5.062372685185185
C,Road / Pothole / Bridge,29.768,-95.405,3,0,0,0.8029398148148148
C,Road / Pothole / Bridge,29.769,-95.427,3,2,0,12.99883101851852
C,Road / Pothole / Bridge,29.77,-95.415,3,0,1,4.277384259259259
C,Road / Pothole / Bridge,29.77,-95.412,3,1,2,38.828466435185184
D,Solid Waste / Recycling,29.73,-95.364,3,0,1,3.639212962962963
D,Solid Waste / Recycling,29.727,-95.361,3,1,1,54.39572916666667
B,Solid Waste / Recycling,29.844,-95.298,3,1,1,10.382552083333334
B,Solid Waste / Recycling,29.844,-95.296,3,0,1,6.317893518518519
B,Solid Waste / Recycling,29.844,-95.28,3,0,1,15.778246527777778
B,Solid Waste / Recycling,29.845,-95.255,3,0,1,14.191793981481482
B,Solid Waste / Recycling,29.846,-95.426,3,0,2,15.014826388888888
G,Traffic Signals / Lighting,29.75,-95.489,3,0,0,0.0192476851851851
G,Traffic Signals / Lighting,29.753,-95.46,3,0,0,0.531886574074074
G,Traffic Signals / Lighting,29.754,-95.58,3,0,0,1.4992881944444445
B,Solid Waste / Recycling,29.847,-95.425,3,0,1,0.0010648148148148
G,Traffic Signals / Lighting,29.779,-95.54,3,0,0,2.987453703703704
G,Traffic Signals / Lighting,29.783,-95.533,3,0,1,0.0113773148148148
G,Traffic Signals / Lighting,29.754,-95.456,3,0,0,0.0142824074074074
G,Traffic Signals / Lighting,29.754,-95.452,3,0,0,11.942633101851854
G,Traffic Signals / Lighting,29.756,-95.611,3,0,1,5.021550925925926
G,Traffic Signals / Lighting,29.756,-95.477,3,0,0,0.9347106481481482
G,Traffic Signals / Lighting,29.756,-95.474,3,0,0,1.0316203703703704
G,Traffic Signals / Lighting,29.758,-95.606,3,0,0,2.6070949074074075
G,Traffic Signals / Lighting,29.759,-95.619,3,0,0,4.765833333333333
G,Traffic Signals / Lighting,29.776,-95.606,3,1,1,12.967216435185184
B,Solid Waste / Recycling,29.841,-95.294,3,0,1,7.941226851851852
C,Road / Pothole / Bridge,29.757,-95.397,3,1,0,1.1051967592592593
C,Road / Pothole / Bridge,29.758,-95.375,3,0,1,0.5949305555555555
C,Road / Pothole / Bridge,29.76,-95.375,3,0,0,1.714189814814815
C,Road / Pothole / Bridge,29.761,-95.421,3,1,0,3.7386226851851854
C,Road / Pothole / Bridge,29.766,-95.405,3,0,2,26.10960648148148
G,Water,29.737,-95.451,3,0,0,2.0921064814814816
G,Water,29.738,-95.5,3,0,0,0.8525462962962963
G,Water,29.738,-95.457,3,1,0,2.164710648148148
G,Water,29.739,-95.57,3,0,1,1.2808101851851852
G,Water,29.739,-95.531,3,1,0,0.3883217592592592
G,Water,29.739,-95.449,3,0,0,0.11988425925925919
G,Water,29.74,-95.606,3,0,1,1.019837962962963
G,Water,29.74,-95.604,3,0,0,0.7359722222222222
G,Water,29.74,-95.577,3,0,0,0.0618287037037037
B,Solid Waste / Recycling,29.841,-95.278,3,0,0,4.302320601851852
B,Solid Waste / Recycling,29.842,-95.428,3,2,1,41.055914351851854
B,Solid Waste / Recycling,29.842,-95.258,3,1,0,3.751076388888889
B,Solid Waste / Recycling,29.843,-95.31,3,1,1,8.95859375
B,Solid Waste / Recycling,29.843,-95.281,3,0,0,3.573564814814815
B,Solid Waste / Recycling,29.843,-95.266,3,0,2,24.969780092592597
G,Traffic Signals / Lighting,29.779,-95.545,3,0,0,1.985289351851852
D,Solid Waste / Recycling,29.727,-95.36,3,1,1,66.4199537037037
D,Solid Waste / Recycling,29.728,-95.382,3,0,3,42.36238425925926
D,Solid Waste / Recycling,29.728,-95.365,3,0,0,2.8540625
D,Solid Waste / Recycling,29.729,-95.384,3,1,0,1.2477256944444446
D,Solid Waste / Recycling,29.729,-95.359,3,2,1,104.15222222222222
D,Solid Waste / Recycling,29.729,-95.356,3,0,1,1.1164814814814814
D,Solid Waste / Recycling,29.729,-95.345,3,1,1,48.45247685185185
D,Solid Waste / Recycling,29.73,-95.38,3,1,1,18.401446759259258
C,Road / Pothole / Bridge,29.749,-95.386,3,0,0,0.0060185185185185
C,Road / Pothole / Bridge,29.752,-95.398,3,0,0,1.0326967592592593
D,Solid Waste / Recycling,29.724,-95.381,3,0,2,40.133101851851855
G,Traffic Signals / Lighting,29.784,-95.532,3,0,0,0.1479629629629629
G,Water,29.736,-95.643,3,0,0,1.0321064814814815
G,Water,29.736,-95.606,3,0,0,0.4000810185185185
G,Water,29.736,-95.446,3,1,0,0.09288773148148145
G,Water,29.737,-95.626,3,1,0,1.1547395833333334
G,Water,29.741,-95.648,3,0,0,0.1424537037037037
G,Water,29.741,-95.643,3,0,0,0.2918402777777777
G,Water,29.741,-95.605,3,1,0,0.07442129629629625
G,Water,29.742,-95.591,3,0,0,0.0302314814814814
G,Water,29.742,-95.516,3,0,0,0.4310532407407407
G,Water,29.742,-95.441,3,1,0,7.468680555555556
G,Traffic Signals / Lighting,29.784,-95.564,3,0,1,9.803483796296296
D,Solid Waste / Recycling,29.725,-95.371,3,1,0,1.827060185185185
D,Solid Waste / Recycling,29.725,-95.369,3,1,1,40.06708912037037
D,Solid Waste / Recycling,29.726,-95.379,3,0,1,13.056747685185185
D,Solid Waste / Recycling,29.726,-95.37,3,1,1,10.42921875
D,Solid Waste / Recycling,29.726,-95.366,3,1,1,17.88907986111111
D,Solid Waste / Recycling,29.726,-95.355,3,1,0,1.4247511574074074
D,Solid Waste / Recycling,29.727,-95.382,3,0,0,0.8976967592592593
D,Solid Waste / Recycling,29.727,-95.371,3,0,2,42.93402777777778
D,Solid Waste / Recycling,29.722,-95.379,3,0,0,0.0018171296296296
B,Solid Waste / Recycling,29.838,-95.252,3,0,0,7.672256944444444
B,Solid Waste / Recycling,29.839,-95.314,3,1,1,13.504143518518518
B,Solid Waste / Recycling,29.839,-95.283,3,1,0,4.781331018518518
G,Water,29.747,-95.572,3,0,1,0.1812847222222222
G,Water,29.743,-95.494,3,0,1,1.026261574074074
B,Solid Waste / Recycling,29.839,-95.25,3,0,2,18.095416666666665
B,Solid Waste / Recycling,29.839,-95.249,3,1,1,7.63988425925926
B,Solid Waste / Recycling,29.84,-95.281,3,2,0,6.300289351851852
B,Solid Waste / Recycling,29.84,-95.269,3,1,1,28.05738425925926
B,Solid Waste / Recycling,29.84,-95.267,3,1,0,12.821880787037037
B,Solid Waste / Recycling,29.84,-95.264,3,0,2,17.8275
B,Solid Waste / Recycling,29.841,-95.313,3,1,2,74.92379050925925
G,Water,29.743,-95.414,3,2,0,0.5739120370370371
G,Water,29.744,-95.637,3,0,0,0.8406597222222222
G,Water,29.744,-95.577,3,0,0,1.0353356481481482
G,Water,29.744,-95.489,3,0,0,0.0405555555555555
C,Road / Pothole / Bridge,29.77,-95.391,3,1,0,0.00226273148148145
C,Road / Pothole / Bridge,29.771,-95.402,3,0,0,0.7279745370370371
C,Road / Pothole / Bridge,29.772,-95.399,3,0,1,7.240497685185185
C,Road / Pothole / Bridge,29.784,-95.4,3,0,1,0.3111342592592592
C,Road / Pothole / Bridge,29.789,-95.43,3,0,0,1.1218171296296295
C,Road / Pothole / Bridge,29.79,-95.41,3,0,0,6.653692129629629
C,Road / Pothole / Bridge,29.8,-95.398,3,0,0,0.6644328703703704
C,Road / Pothole / Bridge,29.802,-95.423,3,0,0,2.4638078703703705
C,Road / Pothole / Bridge,29.805,-95.429,3,1,1,10.108420138888889
D,Solid Waste / Recycling,29.717,-95.371,3,0,1,12.646238425925924
G,Water,29.745,-95.573,3,0,0,4.617314814814815
G,Water,29.745,-95.485,3,0,0,0.0035300925925925
G,Water,29.746,-95.485,3,0,0,0.9997916666666666
G,Water,29.746,-95.425,3,0,1,2.090798611111111
G,Water,29.747,-95.61,3,0,1,0.6218287037037037
B,Solid Waste / Recycling,29.838,-95.26,3,0,2,16.092233796296295
G,Water,29.752,-95.622,3,1,0,0.7967303240740741
G,Water,29.747,-95.438,3,0,0,0.165787037037037
G,Water,29.748,-95.622,3,0,1,12.19329861111111
G,Water,29.748,-95.539,3,1,0,5.490989583333334
G,Water,29.748,-95.534,3,0,0,0.2022685185185185
G,Water,29.748,-95.48,3,0,0,0.7808680555555556
G,Water,29.748,-95.43,3,1,1,32.59902199074074
G,Water,29.748,-95.417,3,0,0,0.8429282407407407
G,Water,29.749,-95.535,3,0,0,0.2813194444444444
G,Water,29.749,-95.53,3,0,0,0.1748263888888888
G,Water,29.75,-95.612,3,0,0,0.1676388888888889
G,Water,29.75,-95.487,3,2,0,0.2597453703703704
G,Water,29.751,-95.622,3,1,0,5.180387731481481
G,Water,29.751,-95.611,3,0,0,1.214340277777778
G,Water,29.744,-95.449,3,0,0,0.0914930555555555
D,Solid Waste / Recycling,29.722,-95.375,3,1,0,0.613130787037037
G,Water,29.756,-95.487,3,0,1,2.733101851851852
G,Water,29.756,-95.486,3,0,0,1.938287037037037
G,Water,29.756,-95.484,3,0,0,0.4755092592592592
G,Water,29.757,-95.633,3,0,0,0.0832407407407407
B,Solid Waste / Recycling,29.833,-95.322,3,0,1,5.693946759259259
B,Solid Waste / Recycling,29.833,-95.293,3,1,1,13.971302083333333
B,Solid Waste / Recycling,29.834,-95.325,3,1,1,32.80166666666667
B,Solid Waste / Recycling,29.835,-95.31,3,0,2,17.932569444444443
B,Solid Waste / Recycling,29.835,-95.278,3,0,1,7.381111111111111
B,Solid Waste / Recycling,29.835,-95.272,3,0,1,27.904131944444444
B,Solid Waste / Recycling,29.836,-95.291,3,2,1,27.981261574074075
B,Solid Waste / Recycling,29.836,-95.29,3,1,0,5.701869212962963
B,Solid Waste / Recycling,29.836,-95.284,3,1,0,3.0799537037037035
B,Solid Waste / Recycling,29.836,-95.278,3,0,1,7.045706018518518
B,Solid Waste / Recycling,29.836,-95.276,3,0,1,6.972210648148148
G,Water,29.751,-95.463,3,0,0,2.42837962962963
D,Solid Waste / Recycling,29.72,-95.353,3,1,0,2.9951851851851856
D,Solid Waste / Recycling,29.721,-95.382,3,1,1,19.606776620370372
D,Solid Waste / Recycling,29.721,-95.38,3,0,1,25.16046875
D,Solid Waste / Recycling,29.721,-95.375,3,2,0,3.8852546296296295
D,Solid Waste / Recycling,29.721,-95.374,3,0,1,1.8152777777777775
D,Solid Waste / Recycling,29.721,-95.372,3,0,1,12.991712962962962
D,Solid Waste / Recycling,29.706,-95.339,3,1,0,0.001105324074074
G,Water,29.753,-95.612,3,0,0,4.922199074074074
G,Water,29.754,-95.607,3,0,0,0.2233217592592592
G,Water,29.755,-95.545,3,0,0,0.0551157407407407
G,Water,29.755,-95.544,3,0,0,0.1831134259259259
G,Water,29.755,-95.492,3,0,0,0.0025925925925925
G,Water,29.755,-95.488,3,1,0,0.48706597222222225
G,Water,29.755,-95.487,3,0,0,0.9696643518518518
G,Water,29.755,-95.486,3,0,0,0.7482523148148148
G,Water,29.756,-95.578,3,0,0,1.0477083333333332
G,Water,29.778,-95.551,3,0,0,2.1614699074074077
G,Water,29.757,-95.491,3,0,0,1.8938078703703705
B,Solid Waste / Recycling,29.827,-95.298,3,1,1,16.29196759259259
B,Solid Waste / Recycling,29.827,-95.283,3,0,2,25.862129629629628
B,Solid Waste / Recycling,29.827,-95.278,3,1,2,52.37854166666666
B,Solid Waste / Recycling,29.828,-95.326,3,1,2,30.97174189814815
B,Solid Waste / Recycling,29.828,-95.325,3,1,0,3.199681712962963
B,Solid Waste / Recycling,29.828,-95.308,3,2,0,7.510150462962963
B,Solid Waste / Recycling,29.828,-95.298,3,0,1,10.023877314814817
B,Solid Waste / Recycling,29.829,-95.317,3,1,1,51.069265046296294
B,Solid Waste / Recycling,29.832,-95.298,3,0,1,10.886145833333334
G,Water,29.759,-95.476,3,0,0,0.767824074074074
G,Water,29.762,-95.483,3,0,0,5.417922453703704
G,Water,29.752,-95.474,3,0,2,18.487152777777776
D,Solid Waste / Recycling,29.72,-95.376,3,0,1,7.915358796296296
D,Solid Waste / Recycling,29.72,-95.373,3,0,0,0.2537731481481481
H,Road / Pothole / Bridge,29.757,-95.341,3,1,0,0.0814236111111111
H,Road / Pothole / Bridge,29.76,-95.351,3,0,1,7.666793981481481
H,Road / Pothole / Bridge,29.768,-95.306,3,0,1,3.294050925925926
G,Water,29.763,-95.63,3,0,0,0.6095833333333334
G,Water,29.764,-95.553,3,0,0,0.0126388888888888
G,Water,29.765,-95.633,3,0,0,1.0408680555555556
G,Water,29.765,-95.63,3,0,0,0.03375
G,Water,29.766,-95.643,3,2,0,0.1303125
G,Water,29.766,-95.63,3,1,0,2.375960648148148
G,Water,29.766,-95.569,3,0,1,9.55855324074074
G,Water,29.769,-95.634,3,0,1,1.988483796296296
G,Water,29.769,-95.605,3,1,0,4.031805555555556
G,Water,29.771,-95.583,3,0,0,0.0035532407407407
G,Water,29.771,-95.571,3,0,1,1.1238194444444445
G,Water,29.771,-95.476,3,0,1,1.2042939814814817
G,Water,29.778,-95.63,3,0,0,1.0979976851851851
D,Solid Waste / Recycling,29.711,-95.38,3,0,1,23.269415509259257
D,Solid Waste / Recycling,29.711,-95.362,3,0,1,0.9315277777777776
D,Solid Waste / Recycling,29.714,-95.361,3,1,0,6.555063657407407
D,Solid Waste / Recycling,29.715,-95.363,3,0,1,1.7484722222222222
D,Solid Waste / Recycling,29.715,-95.345,3,0,1,12.509247685185183
D,Solid Waste / Recycling,29.715,-95.343,3,1,1,8.54138888888889
D,Solid Waste / Recycling,29.705,-95.367,3,1,0,0.5561400462962962
G,Water,29.781,-95.634,3,0,0,0.1417129629629629
G,Water,29.781,-95.633,3,0,0,0.7693171296296296
H,Drainage / Flooding,29.781,-95.294,3,2,0,0.0047800925925925
H,Drainage / Flooding,29.79,-95.384,3,0,0,1.0002083333333334
H,Drainage / Flooding,29.79,-95.381,3,1,0,4.141122685185185
H,Drainage / Flooding,29.82,-95.412,3,0,1,0.909537037037037
H,Drainage / Flooding,29.868,-95.379,3,0,0,0.0064236111111111
H,Road / Pothole / Bridge,29.756,-95.297,3,1,0,1.0624189814814815
H,Road / Pothole / Bridge,29.757,-95.342,3,1,0,3.9292881944444447
B,Solid Waste / Recycling,29.823,-95.3,3,0,1,9.851516203703705
H,Road / Pothole / Bridge,29.773,-95.307,3,0,3,39.33825231481482
H,Road / Pothole / Bridge,29.778,-95.292,3,0,0,1.4554108796296295
H,Road / Pothole / Bridge,29.79,-95.372,3,0,0,1.2548148148148148
H,Road / Pothole / Bridge,29.795,-95.366,3,0,0,0.9090162037037036
H,Road / Pothole / Bridge,29.809,-95.346,3,0,0,0.8533796296296297
H,Road / Pothole / Bridge,29.813,-95.355,3,0,0,0.0126388888888888
H,Road / Pothole / Bridge,29.823,-95.417,3,0,0,0.0841666666666666
H,Road / Pothole / Bridge,29.825,-95.388,3,1,1,12.806209490740741
H,Road / Pothole / Bridge,29.831,-95.394,3,2,0,0.0024652777777777
G,Water,29.779,-95.633,3,1,0,0.28333912037037035
D,Solid Waste / Recycling,29.707,-95.373,3,0,3,24.13700231481481
D,Solid Waste / Recycling,29.707,-95.358,3,0,1,6.824398148148148
D,Solid Waste / Recycling,29.707,-95.34,3,0,2,34.81685185185185
D,Solid Waste / Recycling,29.708,-95.373,3,2,0,0.0006828703703703
D,Solid Waste / Recycling,29.709,-95.363,3,0,1,5.690451388888889
H,Sewer / Wastewater,29.755,-95.329,3,2,0,0.8857060185185185
H,Sewer / Wastewater,29.761,-95.286,3,0,1,25.48278935185185
H,Road / Pothole / Bridge,29.833,-95.411,3,0,0,0.6448958333333333
H,Road / Pothole / Bridge,29.837,-95.35,3,0,1,3.1833564814814816
H,Road / Pothole / Bridge,29.846,-95.369,3,0,0,1.1821180555555555
H,Road / Pothole / Bridge,29.848,-95.338,3,2,0,0.0008217592592592
H,Road / Pothole / Bridge,29.86,-95.402,3,0,0,1.2009953703703704
H,Road / Pothole / Bridge,29.86,-95.333,3,0,0,2.5868634259259258
H,Road / Pothole / Bridge,29.865,-95.347,3,0,0,0.5142013888888889
H,Road / Pothole / Bridge,29.869,-95.374,3,1,1,30.298975694444444
